prod_id,set_name,prod_desc,theme_name,piece_count,min_age,max_age,difficulty_level,num_reviews,star_rating,list_price
41325,Heartlake City Playground,Have fun playing at Heartlake City Playground with Mia and Sienna!,Friends,326,6.0,12.0,3,3.0,3.7,39.99
41487,Lloyd,Unleash your true ninja spirit with LEGO® BrickHeadz Lloyd!,BrickHeadz,102,10.0,99.0,1,7.0,5.0,9.99
21039,Shanghai,Celebrate Shanghai with this LEGO® Architecture Skyline set!,Architecture,597,12.0,99.0,2,7.0,4.9,59.99
71217,Zane Fun Pack,"Perfect your Spinjitzu skills with LEGO® NINJAGO™ Zane, the Ninja of Ice!",DIMENSIONS™,45,7.0,14.0,1,8.0,4.0,18.2878
10878,Rapunzel´s Tower,Help Rapunzel groom Maximus and play out life in the tower.,DUPLO®,37,2.0,5.0,0,1.0,5.0,29.99
41144,Petite's Royal Stable,Win the show jumping prize with Petite!,Disney™,75,5.0,12.0,2,,,9.99
70352,Jestro's Headquarters,Help the heroic knights rescue Ava from Jestro’s head-shaped HQ!,NEXO KNIGHTS™,840,9.0,14.0,2,3.0,5.0,89.99
10706,Blue Creativity Box,Unleash your imagination with the LEGO® Blue Creativity Box!,Classic,78,4.0,99.0,0,8.0,4.8,4.99
70621,The Vermillion Attack,Battle the Vermillion to win the Fast Forward Time Blade!,NINJAGO®,83,6.0,14.0,1,7.0,4.7,9.99
75932,Jurassic Park Velociraptor Chase,Play a game of hide and seek with the Velociraptor!,Jurassic Park Velociraptor Chase,360,6.0,12.0,2,4.0,5.0,39.99
76089,Mighty Micros: Scarlet Spider vs. Sandman,Jet into a fun-packed Scarlet Spider vs. Sandman clash!,Marvel Super Heroes,89,5.0,12.0,2,,,9.99
7281,T-Junction & Curved Road Plates,Roads for your LEGO® layout!,City,2,5.0,12.0,0,40.0,3.9,14.99
21141,The Zombie Cave,Enter the Zombie Cave at your peril!,Minecraft™,241,7.0,14.0,2,2.0,5.0,19.99
75930,Indoraptor Rampage at Lockwood Estate,Rescue Maisie from the Indoraptor at Lockwood Estate!,Indoraptor Rampage at Lockwood Estate,1019,8.0,12.0,1,2.0,5.0,129.99
60166,Heavy-duty Rescue Helicopter,Perform a daring helicopter rescue before the shark gets too close!,City,415,6.0,12.0,3,8.0,4.4,59.99
31069,Modular Family Villa,Build and enjoy the delightful 3-in-1 Family Villa!,Creator 3-in-1,728,8.0,12.0,2,11.0,3.4,69.99
75187,BB-8™,Play with and display your own brick-built BB-8!,Star Wars™,1106,10.0,16.0,2,79.0,4.8,99.99
76056,Batman™: Rescue from Ra's al Ghul™,Break out Robin™ from Ra's al Ghul's secret headquarters!,DC Comics™ Super Heroes,257,6.0,12.0,2,8.0,4.4,29.99
10754,Spider-Man vs. Scorpion Street Showdown,Swing into action with Spider-Man and catch the Scorpion!,Juniors,125,4.0,7.0,2,1.0,4.0,19.99
10833,Preschool,Play and learn all day long at the LEGO® DUPLO® Preschool!,DUPLO®,39,2.0,5.0,2,2.0,5.0,19.99
70614,Lightning Jet,Speed to the rescue with Jay’s Lightning Jet!,THE LEGO® NINJAGO® MOVIE™,876,9.0,14.0,2,8.0,5.0,59.99
60106,Fire Starter Set,Save the dockworker and put out the blaze!,City,90,5.0,12.0,1,11.0,4.1,9.99
10214,Tower Bridge,Build London's famous Tower Bridge!,Creator Expert,4295,16.0,99.0,3,228.0,4.8,239.99
21307,Caterham Seven 620R,Add quirky vehicle style to your shelf or desk!,Ideas,773,12.0,99.0,2,51.0,4.1,79.99
41594,Captain Armando Salazar,Lead a LEGO® BrickHeadz ghost crew featuring Disney’s Captain Armando Salazar!,BrickHeadz,118,10.0,99.0,0,6.0,5.0,9.99
70656,"garmadon, Garmadon, GARMADON!",Defend NINJAGO® City from Garmadon Shark Mech attack!,THE LEGO® NINJAGO® MOVIE™,830,9.0,14.0,2,9.0,4.9,79.99
75111,Darth Vader™,Feel the power of the dark side with posable Darth Vader™!,Star Wars™,160,9.0,14.0,2,25.0,4.7,29.99
41148,Elsa's Magical Ice Palace,Spend a day in the snow at Elsa’s Magical Ice Palace!,Disney™,701,6.0,12.0,2,5.0,4.0,79.99
10700,Green Baseplate,Add another useful piece to your LEGO® collection with this Bright Green Baseplate!,Classic,1,4.0,99.0,0,46.0,2.6,7.99
21313,Ship in a Bottle,"Designed by fan creator, Jake Sadovich, Idaho, USA.",Ideas,962,12.0,99.0,2,83.0,4.5,69.99
75139,Battle on Takodana™,Defeat Kylo Ren at the forest castle!,Star Wars™,409,8.0,14.0,1,47.0,4.1,59.99
76087,Flying Fox: Batmobile Airlift Attack,Unleash the Batmobile from The Flying Fox!,DC Comics™ Super Heroes,955,9.0,14.0,2,13.0,3.7,129.99
76085,Battle of Atlantis,Protect the precious Mother Box from the evil Parademon™!,DC Comics™ Super Heroes,197,6.0,12.0,1,9.0,4.2,19.99
10755,Zane's Ninja Boat Pursuit,Race against Chopper Maroon for the treasure map!,Juniors,131,4.0,7.0,2,,,19.99
60110,Fire Station,Jump into action and save the hot dog stand… and lunch!,City,919,6.0,12.0,2,16.0,4.6,99.99
75534,Darth Vader™,Join Darth Vader and battle to victory!,Star Wars™,168,9.0,14.0,2,6.0,5.0,39.99
31313,LEGO® MINDSTORMS® EV3,Create and command robots that do what you want with LEGO® MINDSTORMS® EV3!,MINDSTORMS®,601,10.0,99.0,3,38.0,4.3,349.99
21308,Adventure Time™,What time is it? It’s LEGO® Adventure Time™!,Ideas,496,9.0,99.0,1,23.0,3.3,49.99
70321,General Magmar's Siege Machine of Doom,Tower over the enemy with the monstrous Siege Machine of Doom!,NEXO KNIGHTS™,516,8.0,14.0,3,2.0,5.0,49.99
70617,Temple of The Ultimate Ultimate Weapon,Evade the traps inside the Temple!,THE LEGO® NINJAGO® MOVIE™,1403,9.0,14.0,2,15.0,4.8,99.99
630,Brick Separator,Everyone needs one!,Classic,1,4.0,99.0,0,180.0,4.8,2.49
10831,My First Caterpillar,Turn this colorful caterpillar into a beautiful butterfly!,DUPLO®,19,1.5,5.0,2,,,9.99
45503,EV3 Medium Servo Motor,,MINDSTORMS®,1,10.0,21.0,1,1.0,5.0,21.99
10858,My First Puzzle Pets,Learn about colors and pets with 3 fun puzzles!,DUPLO®,18,1.5,3.0,2,,,9.99
70347,King's Guard Artillery,Stop the Stone stomper with the King’s Guard battle vehicle!,NEXO KNIGHTS™,98,7.0,14.0,2,1.0,4.0,9.99
42066,Air Race Jet,Prepare for vertical takeoffs and landings with the Air Race Jet!,Technic,1151,10.0,16.0,3,7.0,4.9,159.99
76088,Thor vs. Hulk: Arena Clash,Battle for freedom in the arena with Hulk and Thor!,Marvel Super Heroes,492,7.0,14.0,2,6.0,4.3,59.99
60181,Forest Tractor,Load the freshly cut logs with the awesome Forest Tractor!,City,174,5.0,12.0,1,7.0,4.4,19.99
10251,Brick Bank,Make a safe deposit at the Brick Bank!,Creator Expert,2382,16.0,99.0,3,115.0,4.7,169.99
10846,Flo's Café,"Hang out with Lightning McQueen, Mack and Cruz Ramirez!",DUPLO®,28,2.0,5.0,1,3.0,5.0,39.99
10863,My First Animal Brick Box,Make an animal train with these fun and colorful models.,DUPLO®,34,1.5,3.0,2,,,29.99
60165,4 x 4 Response Unit,Race to the rescue on land and sea!,City,347,5.0,12.0,0,2.0,5.0,39.99
31043,Chopper Transporter,,Creator 3-in-1,124,6.0,12.0,1,2.0,5.0,9.99
10738,Snow White's Forest Cottage,Help Snow White choose a pie to bake for her animal friends!,Juniors,67,4.0,7.0,2,2.0,5.0,14.99
10828,Doc McStuffins´ Pet Vet Care,The Doc is in…and now she's caring for pets too!,DUPLO®,30,2.0,5.0,2,,,24.99
70336,Ultimate Axl,Knock out enemies with Ultimate Axl's gigantic fists!,NEXO KNIGHTS™,69,8.0,14.0,2,,,9.99
75207,Imperial Patrol Battle Pack,Patrol the Empire and enforce the rule of law!,Star Wars™,99,6.0,12.0,0,4.0,5.0,14.99
42045,Hydroplane Racer,Thunder over the ocean with the Hydroplane Racer!,Technic,180,8.0,14.0,1,5.0,4.8,19.99
71267,Goonies™ Level Pack,Search for treasure while avoiding the Fratelli family in the Goonies™ Level Pack!,DIMENSIONS™,118,7.0,14.0,2,2.0,5.0,29.99
60051,High-speed Passenger Train,Get around LEGO® City fast in the High-speed Passenger Train!,City,610,6.0,12.0,2,45.0,4.4,149.99
70641,Ninja Nightcrawler,Shoot on the go with Lloyd’s Ninja Nightcrawler!,NINJAGO®,552,9.0,14.0,3,4.0,4.8,39.99
41237,Batgirl™ Secret Bunker,Help Batgirl™ nab Mad Harriet™ and recover the microchip!,DC Super Hero Girls,351,7.0,12.0,2,1.0,5.0,44.99
45505,EV3 Gyro Sensor,,MINDSTORMS®,1,10.0,21.0,2,,,31.99
42053,Volvo EW160E,Operate the powerful Volvo EW160E!,Technic,1166,10.0,16.0,2,18.0,4.8,119.99
75118,Captain Phasma™,Command the troops with Captain Phasma™!,Star Wars™,82,7.0,14.0,1,10.0,4.1,24.99
31068,Modular Modern Home,Enjoy eco-friendly adventures with the 3-in-1 Modern Home!,Creator 3-in-1,386,8.0,12.0,2,10.0,3.8,29.99
10703,Creative Builder Box,Create your ideas with LEGO® Classic bricks!,Classic,502,4.0,99.0,2,2.0,4.0,30.3924
75879,Scuderia Ferrari SF16-H,Speed into race action with the awesome Scuderia Ferrari SF16-H!,Speed Champions,184,7.0,14.0,1,11.0,4.7,14.99
60145,Buggy,Start your engine and race through the dunes!,City,81,5.0,12.0,0,7.0,4.9,9.99
21310,Old Fishing Store,Prepare for the ultimate fishing trip!,Ideas,2049,12.0,99.0,2,79.0,5.0,149.99
75188,Resistance Bomber,Set out on heroic raids with the Resistance Bomber!,Star Wars™,780,9.0,14.0,2,23.0,4.6,109.99
75186,The Arrowhead,Go head to head with the Empire aboard The Arrowhead!,Star Wars™,775,8.0,14.0,3,5.0,4.8,89.99
75193,Millennium Falcon™ Microfighter,Play at micro lightspeed with the Millennium Falcon!,Star Wars™,92,6.0,12.0,1,9.0,4.7,9.99
76104,The Hulkbuster Smash-Up,Bash the ball-shooting gun turret with the Hulkbuster!,Marvel Super Heroes,375,7.0,14.0,1,13.0,4.8,29.99
31075,Outback Adventures,Head into the wilds with the 3-in-1 Outback Adventures set!,Creator 3-in-1,225,7.0,12.0,1,1.0,4.0,19.99
72003,Berserker Bomber,Jet off with Macy for a Berserker Bomber battle!,NEXO KNIGHTS™,369,8.0,14.0,2,,,29.99
75200,Ahch-To Island™ Training,Learn the Jedi way at the Ahch-To Island mountainside hut!,Star Wars™,241,7.0,12.0,1,25.0,4.5,29.99
70640,S.O.G. Headquarters,Attack the Sons of Garmadon underground dojo in Spinjitzu style!,NINJAGO®,530,8.0,14.0,2,,,39.99
42032,Compact Tracked Loader,Clear the ground with the LEGO® Technic Compact Track Loader!,Technic,252,8.0,14.0,2,9.0,4.6,19.99
10856,Mater´s Shed,Join in Mater’s video chat with Lightning McQueen!,DUPLO®,23,2.0,5.0,1,1.0,5.0,19.99
75176,Resistance Transport Pod™,Jettison to safety in the Resistance Transport Pod!,Star Wars™,294,8.0,14.0,1,14.0,4.7,29.99
31046,Fast Car,Get ready for the ultra-cool 3-in-1 Fast Car!,Creator 3-in-1,222,7.0,12.0,2,8.0,4.6,19.99
31081,Modular Skate House,Enjoy awesome activities at the 3-in-1 Modular Skate House!,Creator 3-in-1,422,8.0,12.0,2,4.0,4.8,39.99
71255,Teen Titans Go!™ Team Pack,Fight off villains with Raven and Beast Boy in the Teen Titans Go!™ Team Pack!,DIMENSIONS™,105,7.0,14.0,1,2.0,4.0,24.99
75872,Audi R18 e-tron quattro,Refuel and race for victory!,Speed Champions,166,7.0,14.0,2,9.0,4.7,14.99
21144,The Farm Cottage,Create a flourishing Farm Cottage!,Minecraft™,549,8.0,99.0,1,4.0,4.8,49.99
17101,BOOST Creative Toolbox,Bring your LEGO® creations to life!,BOOST,847,7.0,12.0,2,63.0,3.4,159.99
10850,My First Cakes,Watch little bakers serve up cute LEGO® DUPLO® cakes!,DUPLO®,8,1.5,3.0,1,2.0,5.0,4.99
76076,Captain America Jet Pursuit,Retrieve Captain America's shield from evil Super-Adaptoid!,Marvel Super Heroes,160,6.0,12.0,1,10.0,3.7,19.99
31074,Rocket Rally Car,Blast off from the start line in the 3-in-1 Rocket Rally Car!,Creator 3-in-1,241,7.0,12.0,1,2.0,5.0,19.99
60157,Jungle Starter Set,Cruise into the jungle and make a big discovery!,City,88,5.0,12.0,1,12.0,4.9,9.99
10722,Snake Showdown,Help Kai protect the golden snake staff and stop Lasha!,Juniors,92,4.0,7.0,2,,,14.99
10847,Number Train,Introduce counting with this easy-to-build train!,DUPLO®,23,1.5,3.0,1,5.0,5.0,19.99
60173,Mountain Arrest,Fly in and surprise the crooks at their hideout!,City,303,5.0,12.0,2,2.0,4.0,59.99
10252,Volkswagen Beetle,Head for the beach with the VW Beetle!,Creator Expert,1167,16.0,99.0,2,66.0,4.9,99.99
41323,Snow Resort Chalet,Stay cozy and warm in the beautiful log cabin!,Friends,402,7.0,12.0,2,4.0,5.0,39.99
42056,Porsche 911 GT3 RS,Discover the iconic Porsche 911 GT3 RS!,Technic,2704,16.0,99.0,3,143.0,4.7,299.99
41066,Anna & Kristoff’s Sleigh Adventure,Help Anna and Kristoff bring summer back to Arendelle!,Disney™,174,5.0,12.0,1,11.0,4.0,29.99
10615,My First Tractor,Learn about colors and fruits with this easy-to-build set!,DUPLO®,12,1.5,5.0,0,3.0,5.0,14.99
41608,Han Solo™,Be a rogue with a LEGO® BrickHeadz™ construction character featuring Han Solo!,BrickHeadz,141,10.0,99.0,0,1.0,4.0,9.99
41600,Aquaman™,Dive in with LEGO® BrickHeadz Aquaman™!,BrickHeadz,135,10.0,99.0,0,1.0,4.0,9.99
21137,The Mountain Cave,Experience the Mountain Cave!,Minecraft™,2863,12.0,99.0,3,11.0,4.5,249.99
70337,Ultimate Lance,Soar into battle with Ultimate Lance and his jet wings!,NEXO KNIGHTS™,75,7.0,14.0,1,2.0,3.5,9.99
70605,Misfortune’s Keep,Launch a surprise attack on the sky pirates’ awesome HQ!,NINJAGO®,754,9.0,14.0,2,8.0,4.5,79.99
10876,Spider-Man & Hulk Adventures,Help Spider-Man and Hulk fight Sandman at Avengers HQ!,DUPLO®,38,2.0,5.0,2,,,29.99
71348,Harry Potter™ Fun Pack,Continue your wizarding adventures in LEGO® DIMENSIONS™ with your very own Harry Potter™ Fun Pack featuring Hermione Granger.,DIMENSIONS™,64,7.0,14.0,0,1.0,5.0,14.99
41130,Amusement Park Roller Coaster,,Friends,1124,8.0,12.0,2,17.0,4.8,99.99
41149,Moana’s Island Adventure,Help Moana find the heart of Te Fiti and fulfill her destiny!,Disney™,205,5.0,12.0,3,2.0,4.5,24.99
41588,The Joker™,Show off the evil trickster with LEGO® BrickHeadz The Joker™!,BrickHeadz,151,10.0,99.0,1,12.0,4.8,9.99
75206,Jedi™ and Clone Troopers™ Battle Pack,Take on the Separatists with the Jedi and Clone Troopers!,Star Wars™,102,6.0,12.0,0,3.0,4.0,14.99
10834,Pizzeria,Enjoy a delicious pizza at the LEGO® DUPLO® Pizzeria!,DUPLO®,57,2.0,5.0,2,2.0,5.0,29.99
60135,ATV Arrest,Chase down the crook with the ATV!,City,47,5.0,12.0,0,5.0,4.4,6.99
10709,Orange Creativity Box,Unleash your imagination with the LEGO® Orange Creativity Box!,Classic,60,4.0,99.0,1,3.0,4.7,4.99
75104,Kylo Ren’s Command Shuttle™,Enter the battle with Kylo Ren’s Command Shuttle™!,Star Wars™,1005,9.0,14.0,2,67.0,4.1,119.99
10880,T. rex Tower,Help Owen Grady get the escaped T. rex under control in Jurassic World!,DUPLO®,22,2.0,5.0,2,,,29.99
21140,The Chicken Coop,Enjoy Minecraft™ farming adventures with the Chicken Coop!,Minecraft™,198,7.0,14.0,2,4.0,4.5,19.99
10220,Volkswagen T1 Camper Van,Road trips will never be the same again with the iconic 1962 Volkswagen T1 Camper Van,Creator Expert,1334,16.0,99.0,3,337.0,4.7,119.99
41338,Stephanie's Sports Arena,Show off your sporting prowess at the Sports Arena!,Friends,460,6.0,12.0,2,1.0,4.0,44.99
10720,Police Helicopter Chase,Catch the thief and protect the ATM with the Police Helicopter Chase!,Juniors,63,4.0,7.0,2,,,9.99
41153,Ariel's Royal Celebration Boat,Sail off to new adventures with Disney Ariel and Eric.,Disney™,380,6.0,12.0,2,3.0,4.3,49.99
71018,Series 17,"Collect the LEGO® Minifigures, Series 17—A story in every bag!",Minifigures,7,5.0,99.0,0,26.0,4.1,3.99
10257,Carousel,Discover the fairground’s star attraction with the Carousel!,Creator Expert,2670,16.0,99.0,3,53.0,4.4,199.99
60119,Ferry,Take the Ferry to your next adventure!,City,301,6.0,12.0,1,14.0,4.2,29.99
70603,Raid Zeppelin,Fly high with Zane to battle Doubloon’s mighty Raid Zeppelin!,NINJAGO®,294,7.0,14.0,2,8.0,4.0,29.99
10837,Santa's Winter Holiday,Build your own holiday season fun with Santa and his sleigh!,DUPLO®,45,2.0,5.0,1,5.0,4.2,29.99
75210,Moloch's Landspeeder™,Go on the hunt with Moloch!,Star Wars™,464,8.0,12.0,1,2.0,4.5,39.99
40270,Valentine's Bee,Say “I love you” with a LEGO® BrickHeadz™ Valentine's Bee!,BrickHeadz,140,10.0,99.0,1,7.0,4.9,9.99
10804,Jungle,Fly through the Jungle and make some animal friends!,DUPLO®,86,2.0,5.0,1,2.0,4.5,49.99
75170,The Phantom,Join the Rebel battle aboard The Phantom!,Star Wars™,269,7.0,12.0,1,25.0,3.8,29.99
71248,Mission: Impossible™ Level Pack,Hang by a thread with Ethan on a Mission: Impossible™ level!,DIMENSIONS™,76,7.0,14.0,1,6.0,4.5,29.99
42077,Rally Car,Push the limits with the awesome LEGO® Technic Rally Car!,Technic,1005,10.0,16.0,2,8.0,4.4,109.99
21126,The Wither,Prepare to battle the wither!,Minecraft™,318,8.0,99.0,2,3.0,5.0,39.99
75182,Republic Fighter Tank™,Pack a punch with the Republic Fighter Tank!,Star Wars™,305,8.0,14.0,1,27.0,4.6,24.99
41595,Belle,Add some Disney fairytale romance with a LEGO® BrickHeadz construction character featuring Belle!,BrickHeadz,139,10.0,99.0,1,10.0,4.8,9.99
21135,The Crafting Box 2.0,Expand your LEGO® Minecraft™ universe!,Minecraft™,717,8.0,99.0,3,1.0,5.0,59.99
60174,Mountain Police Headquarters,Stop the crooks from breaking their partner out of jail!,City,663,6.0,12.0,2,8.0,4.6,89.99
75204,Sandspeeder™,Speed into action with the Sandspeeder!,Star Wars™,278,7.0,12.0,1,13.0,4.5,29.99
2000431,Connections Kit,,SERIOUS PLAY®,2455,6.0,99.0,2,8.0,3.4,754.99
10816,My First Cars and Trucks,Learn to build and create your own fleet of LEGO® DUPLO® vehicles!,DUPLO®,36,1.5,5.0,1,6.0,5.0,19.99
10259,Winter Village Station,Head home for the holidays with the Winter Village Station!,Creator Expert,902,12.0,99.0,2,51.0,3.8,79.99
60139,Mobile Command Center,Stop the crooks before they escape from the mobile jail!,City,374,6.0,12.0,1,10.0,4.0,49.99
70639,Street Race of Snake Jaguar,Stage a high-speed bike showdown!,NINJAGO®,308,7.0,14.0,2,3.0,4.7,29.99
70606,Spinjitzu Training,Practice your Spinjitzu skills with Kai and Zane!,THE LEGO® NINJAGO® MOVIE™,109,6.0,14.0,1,11.0,4.7,9.99
2000414,Starter Kit,,SERIOUS PLAY®,219,6.0,99.0,1,10.0,3.9,36.99
7280,Straight & Crossroad Plates,Add roads to your LEGO® town!,City,2,5.0,12.0,0,85.0,3.5,14.99
42065,RC Tracked Racer,Travel over the toughest terrain with the RC Tracked Racer!,Technic,370,9.0,16.0,1,28.0,4.5,99.99
76070,Mighty Micros: Wonder Woman™ vs. Doomsday™,Dive into battle against Doomsday™ with Wonder Woman™!,DC Comics™ Super Heroes,85,5.0,12.0,1,2.0,5.0,9.99
70751,Temple of Airjitzu,Join the Ninja at the beautiful Temple of Airjitzu!,NINJAGO®,2028,14.0,99.0,3,61.0,4.8,227.9924
60125,Volcano Heavy-lift Helicopter,Help out the volcano explorers and bring in the big equipment!,City,1277,8.0,12.0,2,5.0,4.6,149.99
71343,The Powerpuff Girls™ Fun Pack,"Save the world before bedtime in the LEGO® DIMENSIONS™ multiverse with Buttercup™, the toughest fighter!",DIMENSIONS™,56,7.0,14.0,1,1.0,5.0,14.99
75114,First Order Stormtrooper™,Prepare for battle against the Resistance!,Star Wars™,81,7.0,14.0,0,10.0,4.7,19.99
41597,Go Brick Me,Build a LEGO® BrickHeadz version of yourself!,BrickHeadz,708,10.0,99.0,2,13.0,4.8,29.99
75116,Finn,Practice your warrior skills with Finn!,Star Wars™,98,8.0,14.0,1,1.0,5.0,24.99
76097,Lex Luthor™ Mech Takedown,Power up for battle against the Lex Luthor™ Mech!,DC Comics™ Super Heroes,406,7.0,14.0,2,5.0,4.8,39.99
